ID,SKU,Category,Group,Type,Name,"Short description",Description,Stock,"Low stock amount","Backorders allowed?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Regular price",Categories,Images,"Meta: vn_name","Meta: vn_price","Meta: vn_contact","Meta: comp_name","Meta: comp_price","Meta: est_freight","Meta: shelf_no","Meta: restock_qty","Meta: days_out"
4249,T-BOX-PTB,tol,box,simple,"Portable Tool Box","Affordable multipurpose tipping bucket tool box.","<ul>
\n 	<li>Black</li>
\n 	<li>18"" x 7.8"" x 8.8""</li>
\n 	<li>Aluminum</li>
\n 	<li>Waterproof</li>
\n</ul>",8,2,0,11.02,,,,29,Tools,"https://oilpatchdepot.com/wp-content/uploads/2024/06/Small_Tool_Box1.png, https://oilpatchdepot.com/wp-content/uploads/2024/06/Small_Tool_Box2.png, https://oilpatchdepot.com/wp-content/uploads/2024/06/Small_Tool_Box3.png","Zhejiang Dingda Industrial Co., Ltd.",12.145,zhejiangdingda,,,20.81,3C1,10,
6065,T-BSH-SGAG,tol,bsh,variable,"Sight Gauges - Tube Brush","Dirty sight glasses suck. Keep yours clean.","This brush is made specifically to clean sight gauge tubes.",,,0,,,,,,"Grouped_Parts, Tools",https://oilpatchdepot.com/wp-content/uploads/2024/11/tank-gauge-brush.jpg,,,,,,,,,
4087,T-CLM-CC,tol,clm,variable,C-CLAMP,,"<ul>
\n 	<li>3"" &amp; 4""</li>
\n 	<li>Yellow powder coated bar</li>
\n 	<li>Zinc plated thread bar</li>
\n 	<li>Packing: color sleeve</li>
\n</ul>",48,,0,,,,,,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/g-clamp.jpg,,,,,,,,,
4089,T-CLM-SC9,tol,clm,simple,"SPRING CLAMP 9""",,"<ul>
\n 	<li>PP+ fiberglass mixture body</li>
\n 	<li>PE Jaws</li>
\n 	<li>Packing: hang tag</li>
\n</ul>",100,8,0,0.34,,,,1,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/jaw-spring-clamp.jpg,"Jiangsu Universal Industrial Co., Ltd.",0.6,"Lyn Zhang",,,0.01,,100,
4104,T-PRY-C7,tol,pry,simple,"CROWBAR 750x18mm",,"<ul>
\n 	<li>750*18mm</li>
\n 	<li>Forged carbon steel with heat treatment</li>
\n 	<li>HRC 52-56; powder coated</li>
\n 	<li>Packed with color label</li>
\n</ul>",12,2,0,3.95,,,,5,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/crowber-mini.jpg,"Jiangsu Universal Industrial Co., Ltd.",3.79,"Lyn Zhang",,,0.1,,12,
6068,T-CUT-GTC,tol,cut,variable,"Glass Tube Cutter","Used to cut glass tubes.","This glass tube cutter is designed specifically to cut sight glass tubes.",,,0,,,,,,"Grouped_Parts, Tools",https://oilpatchdepot.com/wp-content/uploads/2025/02/glass-cutter.jpg,,,,,,,,,
6344,T-CUT-TC,tol,cut,variable,"Tubing Cutter","Tubing Cutter","This tube cutter is specially designed for quick cutting of copper, brass, aluminum, plastic, or other thin tubes. In addition, fold-away reamer stored in frame allows for easier removal of burrs",,,0,,,,,,"Rig_Supplies, Tools",https://oilpatchdepot.com/wp-content/uploads/2024/12/tubing-cutter-1-8-to-1-1-4-inch.jpg,,,,,,,,,
4076,T-CUT-BCUT,tol,cut,variable,"BOLT CUTTER (INDUSTRIAL)",,"<ul>
\n 	<li>Size: 24"" &amp; 36""</li>
\n 	<li>Cr-V blade, black finish</li>
\n 	<li>Packing: drawing box with color label</li>
\n</ul>",6,,0,,,,,,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/bolt-cutter.jpg,,,,,,,,,
4106,T-CUT-PPC9,tol,cut,simple,"PVC PIPE CUTTER 9""",,"<ul>
\n 	<li>Size: 225mm</li>
\n 	<li>Cutting diameter: 3-42mm(1-1/4"")</li>
\n 	<li>Material:Aluminium alloy body</li>
\n 	<li>3Cr13 blade</li>
\n 	<li>Automatic open function</li>
\n 	<li>ABS cover on the grip</li>
\n 	<li>Situable for PVC/PPR/PU//PE/PEX</li>
\n 	<li>Packing: sliding card</li>
\n</ul>",23,4,0,1.15,,,,6,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/pvc-pipe-cutter-9in.jpg,"Jiangsu Universal Industrial Co., Ltd.",4.57,"Lyn Zhang",,,0.06,,24,
4105,T-CUT-SOBK9,tol,cut,simple,"SNAP-OFF BLADE KNIFE 9mm",,"<ul>
\n 	<li>ABS case</li>
\n 	<li>With flat push button</li>
\n 	<li>Blade material: SK7</li>
\n 	<li>Blade size: 9x80mm</li>
\n 	<li>Packing: plastic bag</li>
\n</ul>",465,24,0,0.04,,,,1,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/snap-off-blade-knife.jpg,"Jiangsu Universal Industrial Co., Ltd.",0.16,"Lyn Zhang",,,0.01,,480,
4120,T-FNL-PF1,tol,fnl,simple,"PE FUNNEL 145mm",,"<ul>
\n 	<li>Diameter : 145mm</li>
\n 	<li>With stainless steel mesh</li>
\n 	<li>Extension tube: 250mm</li>
\n 	<li>Packing: plastic bag with color label</li>
\n</ul>",46,8,0,0.22,,,,2,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/funnel-silicon-collapsable.jpg,"Jiangsu Universal Industrial Co., Ltd.",0.61,"Lyn Zhang",,,0.01,,50,
6339,T-HMR-RMAL,tol,hmr,variable,"Rubber Mallet","Large Rubber Mallet.","9 LBS Dead Blow Hammer. Steel Shot Filled &amp; Convex Faced Head. No Sparks Or Rebounds. Resistant To Cuts, Splits &amp; Abrasion. Overall Dimensions: 41"" x 7-3/4"" x 3"".",,,0,,,,,,"Rig_Supplies, Tools",https://oilpatchdepot.com/wp-content/uploads/2024/12/rubber-mallet-long-handle-sledge-hammer-orange.jpg,,,,,,,,,
4099,T-HMR-CH2,tol,hmr,simple,"CLAW HAMMER 20oz",,"<ul>
\n 	<li>Drop forged special tool steel hammerhead,</li>
\n 	<li>Heat treatment, ground polished</li>
\n 	<li>Fiberglass handle 20OZ (31mm/650g)</li>
\n 	<li>Packing: color label</li>
\n</ul>",22,4,0,1.83,,,,5,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/20oz-claw-hammer.jpg,"Jiangsu Universal Industrial Co., Ltd.",3.17,"Lyn Zhang",,,0.04,,24,
4100,T-HMR-RMAL2,tol,hmr,simple,"RUBBER MALLET 24oz",,"<ul>
\n 	<li>Rubber hammerhead</li>
\n 	<li>Fiberglass handle 24OZ(675g)</li>
\n 	<li>Packing: color label</li>
\n</ul>",16,4,0,2.34,,,,4,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/rubber-mallet-24oz.jpg,"Jiangsu Universal Industrial Co., Ltd.",2.5,"Lyn Zhang",,,0.05,,16,
4103,T-HMR-SH1,tol,hmr,simple,"SLEDGE HAMMER 10Ib",,"<ul>
\n 	<li>Drop forged special tool steel hammerhead,</li>
\n 	<li>Black painted,heat treatment,</li>
\n 	<li>Fiberglass handle 900mm long; 4.5kgs/10Lb</li>
\n 	<li>Packing: color label</li>
\n</ul>",1,1,0,12.41,,,,22,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/sledge-hammer-10lb.jpg,"Jiangsu Universal Industrial Co., Ltd.",14.95,"Lyn Zhang",,,1.21,,4,
4101,T-HMR-SH4,tol,hmr,simple,"SLEDGE HAMMER 4lb",,"<ul>
\n 	<li>Drop forged steel hammerhead</li>
\n 	<li>Heat treatment</li>
\n 	<li>Fiberglass handle</li>
\n 	<li>4Lb</li>
\n</ul>",6,2,0,4.83,,,,8,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/sledge-hammer-4lb.jpg,"Jiangsu Universal Industrial Co., Ltd.",5.9,"Lyn Zhang",,,0.24,,8,
2507,T-KIT-OSK,tol,kit,simple,"Oil Spill Kit",,"Perfect Small and Affordable Oil Spill Kit for Pumper Trucks
\n
\nIncludes:
\n<ul>
\n 	<li>Duffel Bag</li>
\n 	<li>10 Absorbent Pads</li>
\n 	<li>2 Medium Socks</li>
\n 	<li>1 Disposal Bag</li>
\n 	<li>1 pair Gloves</li>
\n 	<li>1 qt. Quick Absorbent</li>
\n 	<li>1 Emergency Response Guide, Instruction Sheet &amp; MSDS(s).</li>
\n 	<li>Regulations: EPA, SPCC and NPDES.</li>
\n</ul>",11,2,0,2.06,28,18,13,59,Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/03/oil-spill-kit.jpg,Assm007,38.45,,,,0,3D2,10,
6419,T-KIT-OCK,tol,kit,variable,"Oil Cut Kit","Measure oil cuts quickly in the field!","This kit is designed for pumpers to measure oil cuts in the field.
\n
\nKit includes:
\n<ul>
\n 	<li>Four 500ml graduated cylinders.</li>
\n 	<li>One graduated cylinder cleaning brush.</li>
\n 	<li>One cleaning agent bottle (agent not included).</li>
\n 	<li>Plastic hard case to protect kit.</li>
\n</ul>",,,0,,,,,,Tools,https://oilpatchdepot.com/wp-content/uploads/2025/03/oil-cut-kit.jpg,,,,,,,,,
6874,T-LUB-GGM,tol,lub,variable,"Grease Gun - Manual","Pistol Grip Grease Gun.","Package Includes:
\n
\n1 x Grease Gun
\n1 x 18 Inch Spring Flex Hose （1/8"" NPT Threads）
\n1 x Extension Bend Pipe（1/8"" NPT Threads）
\n1 x Extension Straight Pipe（1/8"" NPT Threads）
\n1 x Sharp Type Nozzle（1/8"" NPT Threads）
\n2 x Basic Coupler（1/8"" NPT Threads）",,,0,,,,,,"Rig_Supplies, Tools",https://oilpatchdepot.com/wp-content/uploads/2025/06/grease-gun-utool.jpg,,,,,,,,,
4118,T-MOV-FHT7,tol,mov,simple,"FOLDABLE HAND TROLLEY 70KG",,"<ul>
\n 	<li>TUV/GS approved</li>
\n 	<li>Load capacity: max. 70KGS</li>
\n 	<li>Overall size: 425*420*980mm</li>
\n 	<li>Plate size: 275x420 mm</li>
\n 	<li>Hiqh quality tubular steel frame with heavy duty base plate</li>
\n 	<li>With 150mm (6"") PP+Rubber Wheels</li>
\n 	<li>Packing: color label with plastic bag</li>
\n</ul>",1,,0,10.58,,,,25,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/foldable-dolley.jpg,"Jiangsu Universal Industrial Co., Ltd.",16.95,"Lyn Zhang",,,5.49,,1,
4119,T-MOV-FPHT3,tol,mov,simple,"FOLDABLE PLATFORM HAND TRUCK 300KG",,"<ul>
\n 	<li>TUV/GS approved</li>
\n 	<li>Load capacity: max.300kgs</li>
\n 	<li>Overall size: 900x600x845mm</li>
\n 	<li>Platform size: 900x600mm</li>
\n 	<li>5"" Wheels, With brake</li>
\n 	<li>Packing: color label with plastic bag</li>
\n</ul>",1,,0,30.64,,,,65,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/hand-cart-300kg.jpg,"Jiangsu Universal Industrial Co., Ltd.",41.91,"Lyn Zhang",,,13.57,,1,
9185,T-MKR-PMAP,tol,mkr,variable,"Paint Marker - All Purpose","Great for marking on dirty/oily pipe!","Solid Paint Marker Housed in Plastic Barrel with Twist-Up Mechanism for Easy, Quick Advancement. Weather and UV Resistant.",,,0,,,,,,"Supplies, Tools",https://oilpatchdepot.com/wp-content/uploads/2026/01/paint_marker_white.webp,,,,,,,,,
6078,T-MES-DT,tol,mes,variable,"Derrick Tape","Used to measure pipe.","Derrick Tapes have a new blade coating that helps reduce wear and scratches. The corrosion resistant frames are strong and durable with a safety plastic yellow handle. The longer crank arm speeds retraction. Derrick tapes have decimal blades. Made in USA.",,,0,,,,,,"Rig_Supplies, Tools",https://oilpatchdepot.com/wp-content/uploads/2025/02/tape-derrick.jpg,,,,,,,,,
3541,T-MES-DM,tol,mes,simple,"Decibel Meter",,"<ul>
\n 	<li>Quantifies the volume of sound.</li>
\n 	<li>30 to 130 dB range.</li>
\n</ul>",10,1,0,0.4,,,,19,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/05/decibel-meter.jpg,"Dongguan Jinlide Electronic Technology Co., Ltd.",10.59,"Peng Amy",,,4.75,,10,
3547,T-MES-DC,tol,mes,simple,"Digital Calipers",,"Carbon fiber digital Vernier calipers.",,,0,,,,,2,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/05/digital-calipers.jpg,,,,,,,,,
4114,T-MES-DCPS8,tol,mes,simple,"DIGITAL COMMERCIAL PRICE SCALE 88lb",,"<ul>
\n 	<li>Weight capacity: 0.004-88lb / 2g-40kg</li>
\n 	<li>With 2g / 0.07oz graduation</li>
\n 	<li>Display: double side LED screen for better reading</li>
\n 	<li>Stainless iron table size:330x240mm</li>
\n 	<li>Effectively weigh larger items</li>
\n 	<li>lb/kg conversion button makes it easy for you to convert unit</li>
\n 	<li>With a a horizontal vacuole</li>
\n 	<li>Built-in rechargeable battery</li>
\n 	<li>Charging voltage:110-120V 60Hz</li>
\n 	<li>Overall size: 33x34x11cm</li>
\n 	<li>Sensitive response</li>
\n 	<li>T-shaped scale table prevent things from rolling off</li>
\n 	<li>Durable ABS body</li>
\n 	<li>Packed by color box</li>
\n</ul>",1,,0,6.94,,,,28,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/digital-commercial-price-scale-88lb.jpg,"Jiangsu Universal Industrial Co., Ltd.",19.23,"Lyn Zhang",,,1.56,,4,
2511,T-MES-DM2,tol,mes,simple,"Digital Multimeter",,"<h3 title=""MESTEK CM83A AC Current Voltage Ampere NCV Ohm Tester Ammeter Multimeter Electrician Digital Clamp Meter"" data-spm-anchor-id=""a2700.details.0.i96.35e32624EdwYbH""><strong>AC Current Voltage Ampere NCV Ohm Tester Ammeter Multimeter Electrician Digital Clamp Meter</strong></h3>
\n<ul>
\n 	<li>Brand Name: Mestek</li>
\n 	<li>Model Number CM83A</li>
\n 	<li>Measuring Current Range: 6A~600A</li>
\n 	<li>Measuring Voltage Range: 6V~600V</li>
\n 	<li>Measuring Resistance Range: 600Ω~60MΩ</li>
\n 	<li>Measuring Capacitance Range: 600nF~6000μF</li>
\n 	<li>Dimensions: 7.51x2.75x1.45 inches</li>
\n 	<li>Weight: 0.43 lbs</li>
\n 	<li>True-RMS</li>
\n 	<li>Backlight</li>
\n 	<li>Data Hold</li>
\n 	<li>Auto Power Off</li>
\n 	<li>NCV (Non-contact)</li>
\n 	<li>Clamp Flashlight</li>
\n</ul>",2,2,0,0.88,,,,29,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/03/digital-multimeter.jpg,"Shenzhen Mestek Electronics Co., Ltd.",10.5,"Aries Ding",,,9.24,,8,
4008,T-MES-DTPG,tol,mes,simple,"Digital Tire Pressure Gauge","Tires are expensive. Make yours last longer with proper maintenance.","Digital tire pressure gauge.
\n<ul>
\n 	<li>Max pressure: 150PSI</li>
\n 	<li>Settings: PSI, Kg/cm^2, KPa, BAR</li>
\n 	<li>Size: 4.3 x 1.4 inches</li>
\n</ul>",10,4,0,0.17,,,,9,Tools,"https://oilpatchdepot.com/wp-content/uploads/2024/06/digital-tire-pressure-gauge-1.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/06/digital-tire-pressure-gauge-2.jpg","Yiwu Xiaoke E-Commerce Firm",2.75,"Elena Wang",,,8.01,,10,
3554,T-MES-DTTG,tol,mes,simple,"Digital Tire Tread Gauge",,"Keep track of the tread on tires. Know when its time to replace a tire.",100,10,0,0.15,,,,7,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/05/digital-tire-tread-gauge.jpg,"Shenzhen Msg Technology Co., Ltd.",1.78,"Damon Chen",,,0.97,,100,
2513,T-MES-ILT,tol,mes,simple,"Industrial Laser Thermometer",,"<strong>Non Contact Industrial Laser Thermometer</strong>
\n
\nEnhance your oil patch operations with our non-contact laser thermometer, a must-have tool for smooth equipment performance. Easily inspect and maintain your machinery with this excellent device.
\n<ul>
\n 	<li>Affordable, Yet Rugged</li>
\n 	<li>Color Screen</li>
\n 	<li>Accuracy: +/- 2%</li>
\n 	<li>DC 9V Battery</li>
\n 	<li>Range: 58 to 1,022F</li>
\n</ul>",5,1,0,0.46,,,,19,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/03/industrial-laser-thermometer.jpg,"Shenzhen Cheerman Technology Co., Ltd.",5.6,"Celine Li",,,32.4,,10,
4112,T-MES-LDM6,tol,mes,simple,"LASER DISTANCE METER 60M",,"<ul>
\n 	<li>Measuring range: 0.2 - 60m</li>
\n 	<li>Size : 120*48.5*28.5mm
\nFunctions:
\nDistrance measurement
\nArea measurement
\nVolume measurement
\nPythagorean measurement
\nAddition and subtraction calculation
\nContinuous measurement
\n20 groups of data storage
\nHorizontal bubble
\nAdjustable baseline switch
\nMeausring accuracy: ±2.0mm
\nMeasuring units: m / ft / in
\nBattery type: 2*AAA 1.5V (Not included)
\nBattery life: 5000 measurements
\n1.6 inch big screen(Black on white)</li>
\n 	<li>Features
\n- tiny size,
\n- extremely easy to use,
\n- soft rubber housing
\n- perfect for DIY users.</li>
\n 	<li>Packing: color box</li>
\n</ul>",1,,0,0.48,,,,35.99,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/laser-distance-meter-60m.jpg,"Jiangsu Universal Industrial Co., Ltd.",28.88,"Lyn Zhang",,,0.58,,16,
4126,T-MES-MT10,tol,mes,simple,"MEASURING TAPE 10'",,"<ul>
\n 	<li>Size: 3m / 10ft x 16mm</li>
\n 	<li>With metric and inch graduations blade</li>
\n 	<li>Metric accuracy: MID class Ⅱ</li>
\n 	<li>Power return blade has clear graduations with yellow wear resistant coating</li>
\n 	<li>Ergonomically designed ABS plastic case with belt clip</li>
\n 	<li>Double locking buttom. Larger size locking buttom on the bottom makes operation more easier and safer.</li>
\n 	<li>High-strength fabric carrying strap</li>
\n 	<li>Packing: plastic hanger with color box</li>
\n</ul>",120,8,0,0.31,,,,1,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/measuring-tape-10ft.jpg,"Jiangsu Universal Industrial Co., Ltd.",0.74,"Lyn Zhang",,,0.01,,120,
4113,T-MES-MW,tol,mes,simple,"MEASURING WHEEL",,"<ul>
\n 	<li>Measuring range: 0-99999.9 m/ft</li>
\n 	<li>Wheel Diameter:159 mm</li>
\n 	<li>Circle Range:500mm</li>
\n 	<li>Accuracy: ±0.5%</li>
\n 	<li>Display Resolution: 0.1m /0.3ft</li>
\n 	<li>Large digital display screen, backlight system shows datas clearly and accurate</li>
\n 	<li>Metric and feet reading with memory function</li>
\n 	<li>Light weight, retractable aluminium handle, easy to carry.</li>
\n 	<li>Expansion Length:1050mm Retracted Length:620mm</li>
\n 	<li>Flexible and durable ABS wheel with TPR thick tire</li>
\n 	<li>With starting point arrow and kickstand supports</li>
\n 	<li>2xAA batteries are included</li>
\n 	<li>Packing: Rainproof carrying bag with color box</li>
\n</ul>",1,,0,2.87,,,,29,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/measuring-wheel.jpg,"Jiangsu Universal Industrial Co., Ltd.",21.25,"Lyn Zhang",,,0.69,,10,
5370,T-MES-OGT,tol,mes,variable,"Oil Gauge Tape","The handiest of tools for the diligent pumper.","US Tape Double Duty Oil Gauging Kits include the Tape, Line Wiper, and a Graduated Plumb Bob. Our complete tapes come with the wiper and plum bob.",,,0,,,,,,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/gauging-tape-ustape-1.jpg,,,,,,,,,
4110,T-MES-SMT,tol,mes,simple,"STEEL MEASURING TAPE",,"<ul>
\n 	<li>Length &amp; width: 50m*12.5mm / 165ft*1/2""</li>
\n 	<li>With metric and inch steel blade</li>
\n 	<li>Pure material retracting gear</li>
\n 	<li>4:1 Gear ratio for fast rewind</li>
\n 	<li>With all ABS cover</li>
\n 	<li>Integrated handle good for useing and convenient storing</li>
\n 	<li>Ergonomic handle</li>
\n 	<li>Packing: color box</li>
\n</ul>",9,2,0,3.24,,,,12,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/measuring-tape-165ft.jpg,"Jiangsu Universal Industrial Co., Ltd.",8.75,"Lyn Zhang",,,0.28,,10,
3549,T-MES-T,tol,mes,simple,Tachometer,,"Digital tachometer. Measures RPM.
\n
\nDirections: Place reflective sticker (included) on the object you want to measure the RPM of. Once spinning, power the tachometer on, point laser at the reflective sticker and pull the trigger.",1,,0,0.44,,,,19,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/05/tachometer.jpg,"Shenzhen Hongxiangtong Technology Co., Ltd.",6.76,"Aline Huang",,,9.44,,10,
2524,T-MES-UTG,tol,mes,simple,"Ultrasonic Thickness Gauge","A simple inspection device for oil field equipment.","A simple inspection device for oil field equipment.
\n
\nThe ultrasonic thickness gauge is a high-precision device which uses ultrasonic measurement principles. Features - high-speed processor, portable, nondestructive, fast and accurate measurement of thickness and sound velocity. It is suitable for measuring the thickness of various materials, such as steel, metal, glass, ABS, plastics, PVC, ductile iron, etc.
\n
\n[caption id=""attachment_2520"" align=""alignnone"" width=""300""]<img src=""https://oilpatchdepot.com/wp-content/uploads/2024/03/ultrasonic-thickness-gauge-4-300x300.jpg"" alt=""ultrasonic-thickness-gauge-4"" width=""300"" height=""300"" class=""size-medium wp-image-2520"" /> ultrasonic-thickness-gauge-4. Image Credit: [/caption]
\n
\n[caption id=""attachment_2519"" align=""alignnone"" width=""300""]<img src=""https://oilpatchdepot.com/wp-content/uploads/2024/03/ultrasonic-thickness-gauge-3-300x300.jpg"" alt=""ultrasonic-thickness-gauge-3"" width=""300"" height=""300"" class=""size-medium wp-image-2519"" /> ultrasonic-thickness-gauge-3. Image Credit: [/caption]
\n
\n[caption id=""attachment_2522"" align=""alignnone"" width=""300""]<img src=""https://oilpatchdepot.com/wp-content/uploads/2024/03/ultrasonic-thickness-gauge-6-300x300.jpg"" alt=""ultrasonic-thickness-gauge-6"" width=""300"" height=""300"" class=""size-medium wp-image-2522"" /> ultrasonic-thickness-gauge-6. Image Credit: [/caption]
\n
\n[caption id=""attachment_2521"" align=""alignnone"" width=""300""]<img src=""https://oilpatchdepot.com/wp-content/uploads/2024/03/ultrasonic-thickness-gauge-5-300x300.jpg"" alt=""ultrasonic-thickness-gauge-5"" width=""300"" height=""300"" class=""size-medium wp-image-2521"" /> [/caption]",4,1,0,1.32,,,,55,Tools,"https://oilpatchdepot.com/wp-content/uploads/2024/03/ultrasonic-thickness-gauge-1.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/03/ultrasonic-thickness-gauge-2.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/03/ultrasonic-thickness-gauge-6.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/03/ultrasonic-thickness-gauge-7.jpg","Guangzhou Dongru Electronic Technology Co., Ltd.",66,"Wu Yan",,,12.35,,4,
4385,T-MES-VM,tol,mes,simple,"Vibration Meter","Used to measure vibrations. Great for detecting and diagnosing equipment problems.","UNI-T UT315A Industrial Acceleration Velocity Displacement Meter.",5,1,0,4.41,,,,369,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/08/Vibration-Meter-2.png,"Hebei Huanhai Import &amp; Export Trading Co., Ltd.",304,"Amber Kong",,,17.33,,3,
3557,T-MES-VD,tol,mes,simple,"Voltage Detector",,"Dual Test Range AC 12V-1000V Non-contact Voltage Detector Pen with LCD Displaying and Buzzer Alarm.",5,1,0,0.18,,,,9,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/05/voltage-detector.jpg,"Shenzhen Chenzhou Technology Co., Ltd.",4.26,"Zeno Wong",,,5.58,,10,
4040,T-PLR-BNP,tol,plr,simple,"BENT NOSE PLIER",,"<ul>
\n 	<li>160mm, 6""</li>
\n 	<li>Drop forged special tool steel</li>
\n 	<li>Nickel plated</li>
\n 	<li>Two-component plastic handle</li>
\n 	<li>Packing: blister card</li>
\n</ul>",47,8,0,0.47,,,,3,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/bent-nose-pliers.jpg,"Jiangsu Universal Industrial Co., Ltd.",1.73,"Lyn Zhang",,,0.01,,48,
4043,T-PLR-CCLP18,tol,plr,simple,"CHAIN CLAMP LOCKING PLIERS 18""",,"<ul>
\n 	<li>Size: 10""</li>
\n 	<li>Special tool steel</li>
\n 	<li>Nickel plated</li>
\n 	<li>Length of chain: 460mm</li>
\n 	<li>Net weight: 730g</li>
\n 	<li>Packing: PP card</li>
\n</ul>",1,,0,1.76,,,,7,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/chain-clamp-locking-pliers-18in.jpg,"Jiangsu Universal Industrial Co., Ltd.",5.31,"Lyn Zhang",,,0.09,,20,
4047,T-PLR-LP10,tol,plr,simple,"LOCKING PLIERS 10""",,"<ul>
\n 	<li>Size:10""</li>
\n 	<li>Max opening:50mm</li>
\n 	<li>Drop forged special tool steel</li>
\n 	<li>Nickle plated</li>
\n 	<li>HRC38-HRC45</li>
\n 	<li>Packing: hang tag</li>
\n</ul>
\n&nbsp;
\n
\n&nbsp;",36,8,0,1.04,,,,3,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/locking-pliers.jpg,"Jiangsu Universal Industrial Co., Ltd.",2.31,"Lyn Zhang",,,0.02,,36,
4075,T-PLR-LP9,tol,plr,simple,"LOCKING PLIERS 9""",,"<ul>
\n 	<li>Size:9</li>
\n 	<li>Max opening:65mm</li>
\n 	<li>Drop forged special tool steel</li>
\n 	<li>Nickle plated</li>
\n 	<li>HRC38-HRC45</li>
\n 	<li>Packing: hang tag</li>
\n</ul>",36,8,0,0.93,,,,3,Tools,"https://oilpatchdepot.com/wp-content/uploads/2024/06/locking-pliers-9in.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/06/locking-pliers-9in.jpg","Jiangsu Universal Industrial Co., Ltd.",2.36,"Lyn Zhang",,,0.02,,36,
3539,T-PWR-RCS,tol,pwr,simple,"Rechargeable Cordless Screwdriver",,"Small screwdriver for light-duty use. Quick and easy to recharge with a micro-USB cable. Comes with multiple Phillips, flat, and star head drives.",5,1,0,0.33,,,,14,Tools,"https://oilpatchdepot.com/wp-content/uploads/2024/05/ScrewDriver_Cordless.png, https://oilpatchdepot.com/wp-content/uploads/2024/05/rechargable-cordless-screwdriver-2.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/05/rechargable-cordless-screwdriver-3.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/05/rechargable-cordless-screwdriver-1.jpg","Qidong Shi Li Electrical Co., Ltd.",8.2,"Nicole yao",,,2.31,,10,
6333,T-SET-P,tol,set,variable,Punches,"Useful in a lot of situations.","Stalwart's chisels and punch tools are made from heat treated chrome vanadium steel construction with 54~58 HRC hardness. The chisel set can be used multiple times without worry of dulling or wear from use.",,,0,,,,,,"Rig_Supplies, Tools",https://oilpatchdepot.com/wp-content/uploads/2024/12/punches-set.jpg,,,,,,,,,
