ID,SKU,Type,Name,Description,Stock,"Low stock amount","Backorders allowed?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Regular price",Images,Parent,"Meta: vn_name","Meta: vn_price","Meta: vn_contact","Meta: comp_name","Meta: comp_price","Meta: est_freight","Meta: shelf_no","Meta: restock_qty"
6615,P-FIT-SQPLGFRG-2,variation,"Square Head Plug - Forged Steel - 3,000 psi - 2""","2""",6,1,0,1.38,2.5,2.5,2,9,,id:5383,"MM Equipment",6.49,dustin@mandmequipment.com,,,0,5.00E+04,4
6614,P-FIT-SQPLGFRG-3,variation,"Square Head Plug - Forged Steel - 3,000 psi - 3""","3""",2,1,0,3.64,3,3,2.5,34,,id:5383,"MM Equipment",24.21,dustin@mandmequipment.com,,,0,5.00E+04,2
5652,P-RPC-SRC-2X3N,variation,"Standard Repair Clamps - 2"" x 3""","2"" x 3""\n",2,1,0,1,,,,12.99,,id:5384,"MM Equipment",10.91,dustin@mandmequipment.com,Arrow,15.14,0,3A2,2
5653,P-RPC-SRC-2X6N,variation,"Standard Repair Clamps - 2"" x 6""","2"" x 6""\n",1,1,0,1,,,,22,,id:5384,"MM Equipment",21.35,dustin@mandmequipment.com,Arrow,22.39,0,3A2,2
5654,P-RPC-SRC-2X9N,variation,"Standard Repair Clamps - 2"" x 9""","2"" x 9""\n",0,,0,2,,,,32,,id:5384,"MM Equipment",30.53,dustin@mandmequipment.com,Arrow,38.25,0,3A2,1
5655,P-RPC-SRC-3X6N,variation,"Standard Repair Clamps - 3"" x 6""","3"" x 6""\n",0,1,0,2,,,,29,,id:5384,"MM Equipment",24.27,dustin@mandmequipment.com,Arrow,25.67,0,3A2,2
5113,S-CMP-SFSPP-11OZ,variation,"Starting Fluid - SERVICE PRO Premium - 11 oz - can","11oz Can",7,3,0,0.875,8,2.63,2.63,5,,id:5099,"Hooten Oil",2.9475,https://hootenoil.cimproduction.com/,Arrow,6.75,0,3A1,12
6617,P-FIT-ELS90BI-1,variation,"Street Ell 90 - Black Iron - 150 psi - 1""","1""",4,1,0,0.537,3.5,2,2,3,,id:5385,"MM Equipment",2.3,dustin@mandmequipment.com,,,0,5.00E+02,4
7678,P-FIT-ELS90BI-12,variation,"Street Ell 90 - Black Iron - 150 psi - 1/2""","1/2""",4,1,0,0.218,2.25,1.25,1.25,3,,id:5385,"MM Equipment",0.89,dustin@mandmequipment.com,,,0,5.00E+02,4
5656,P-FIT-ELS90BI-14N,variation,"Street Ell 90 - Black Iron - 150 psi - 1/4""","1/4"" \n",14,4,0,0.087,1.5,1.5,1,2.36,,id:5385,"Spicer and Sandburg",1.7529,crystal@spicerandsandburg.com,Arrow,7.25,0,5.00E+02,8
5657,P-FIT-ELS90BI-34N,variation,"Street Ell 90 - Black Iron - 150 psi - 3/4""","3/4""\n",5,4,0,0.35,2.75,1.75,1.75,3,,id:5385,"Spicer and Sandburg",1.9103,crystal@spicerandsandburg.com,Arrow,7.03,0,5.00E+02,8
4676,U-EQP-SR-25FT,variation,"Structural Rods - 1","1"" by 25' Rod",,,0,73,,,,9,,id:4671,,,,,,,,
4674,U-EQP-SR-25FT2,variation,"Structural Rods - 3/4","3/4"" by 25' Rod",,,0,41,,,,7,,id:4671,,,,,,,,
4673,U-EQP-SR-25FT3,variation,"Structural Rods - 5/8","5/8"" by 25' Rod",,,0,28,,,,6,,id:4671,,,,,,,,
4675,U-EQP-SR-25FT4,variation,"Structural Rods - 7/8","7/8"" by 25' Rod",,,0,56,,,,8,,id:4671,,,,,,,,
4368,P-SBX-STFBX-2388RDX2,variation,"Stuffing Box - 2 3/8"" 8rd x 2"" npt side x 1 1/2"" packing","2 3/8"" 8rd x 2"" npt side x 1 1/2"" packing",1,,0,29.3,13.5,8,8,199,,id:4363,"MM Equipment",150,dustin@mandmequipment.com," Arrow ",361.5,0,2D2,1
4367,P-SBX-STFBX-2388RDX22,variation,"Stuffing Box - 2 3/8"" 8rd x 2"" npt side x 1 1/4"" packing","2 3/8"" 8rd x 2"" npt side x 1 1/4"" packing",1,,0,,,,,199,,id:4363,"MM Equipment",150,dustin@mandmequipment.com,Arrow,361.5,0,2D2,1
4366,P-SBX-STFBX-2388RDX23,variation,"Stuffing Box - 2 3/8"" 8rd x 2"" npt side x 1 1/8"" packing","2 3/8"" 8rd x 2"" npt side x 1 1/8"" packing",0,,0,,,,,199,,id:4363,"MM Equipment",150,dustin@mandmequipment.com,Arrow,361.5,0,2D2,1
4371,P-SBX-STFBX-2788RDX2,variation,"Stuffing Box - 2 7/8"" 8rd x 2"" npt side x 1 1/2"" packing","2 7/8"" 8rd x 2"" npt side x 1 1/2"" packing",1,,0,,,,,199,,id:4363,"MM Equipment",150,dustin@mandmequipment.com,Arrow,361.5,0,2D2,1
4370,P-SBX-STFBX-2788RDX22,variation,"Stuffing Box - 2 7/8"" 8rd x 2"" npt side x 1 1/4"" packing","2 7/8"" 8rd x 2"" npt side x 1 1/4"" packing",1,,0,,,,,199,,id:4363,"MM Equipment",150,dustin@mandmequipment.com,Arrow,361.5,0,2D2,1
4369,P-SBX-STFBX-2788RDX23,variation,"Stuffing Box - 2 7/8"" 8rd x 2"" npt side x 1 1/8"" packing","2 7/8"" 8rd x 2"" npt side x 1 1/8"" packing",1,,0,,,,,199,,id:4363,"MM Equipment",150,dustin@mandmequipment.com,Arrow,361.5,0,2D2,1
6076,P-SBX-STFBX-2788RDX3,variation,"Stuffing Box - 2 7/8"" 8rd x 3 1/2"" 8v side x 1 1/2"" packing","2 7/8"" 8rd x 3 1/2"" 8v side x 1 1/2"" packing",1,,0,40,16.5,7,7,239,,id:4363,"MM Equipment",175,dustin@mandmequipment.com," Arrow ",275.03,0,2D2,1
5658,P-SBX-STFBX2-58X512N,variation,"Stuffing Box - Bolt Sets - 5/8"" x 5-1/2""","5/8"" x 5 1/2"" \n",2,1,0,1,,,,12.99,,id:5386,"Harris Sales",14,"jeffh.hsc@gmail.com ",Arrow,13.03,0,7A3,2
5659,P-SBX-STFBX2-58X712N,variation,"Stuffing Box - Bolt Sets - 5/8"" x 7-1/2""","5/8"" x 7 1/2"" \n",2,1,0,1,,,,15.99,,id:5386,"Harris Sales",15,"jeffh.hsc@gmail.com ",Arrow,16.44,0,7A3,2
5660,P-SBX-STFBX3-214X112S,variation,"Stuffing Box - Packing - Skinner Crown Ring - 2-1/4"" x 1-1/2"" - set of 8","2 1/4"" x 1 1/2"", set of 8\n",7,4,0,0.57,,,,19,,id:5104,"Young Skinner Bros",13.14,cthoendel@youngskinnerbros.com,Arrow,29.26,0,4A3,12
5661,P-SBX-STFBX3-214X138S,variation,"Stuffing Box - Packing - Skinner Crown Ring - 2-1/4"" x 1-3/8"" - set of 8","2 1/4"" x 1 3/8"", set of 8\n",13,4,0,0.57,,,,19,,id:5104,"Young Skinner Bros",13.14,cthoendel@youngskinnerbros.com,Arrow,29.26,0,4A3,12
5662,P-SBX-STFBX3-214X1716,variation,"Stuffing Box - Packing - Skinner Crown Ring - 2-1/4"" x 1-7/16"" - set of 8","2 1/4"" x 1 7/16"", set of 8\n",7,4,0,0.57,,,,19,,id:5104,"Young Skinner Bros",13.14,cthoendel@youngskinnerbros.com,Arrow,29.26,0,4A3,12
6063,P-SBX-STFBX4-112,variation,"Stuffing Box - Packing - Soft Cone - 1 1/2""","1 1/2""",33,6,0,1.5,5,3.5,3.5,14,,id:5387,"MM Equipment",8.9,dustin@mandmequipment.com,,,0,4A3,30
5663,P-SBX-STFBX4-138N,variation,"Stuffing Box - Packing - Soft Cone - 1-3/8""","1 3/8""\n",5,3,0,1.27,5,3.5,3.5,14,,id:5387,"MM Equipment",8.9,dustin@mandmequipment.com,,,0,4A3,12
9513,P-ROD-SRGC-58X25R,variation,"Sucker Rod - Grade C - 5/8"" x 25' - remanufactured","5/8"" x 25', remanufactured",15,10,0,26.25,300,1,1,59,,id:9512,"TRC Rod Services",43,srisley@trcsuckerrods.com,,,0,,30
9181,P-ROD-SRGD-25FT,variation,"Sucker Rod - Grade D - 3/4"" x 25' - remanufactured","3/4"" x 25' - remanufactured",0,5,0,40,300,1,1,76,,id:9180,"TRC Rod Services",55,srisley@trcsuckerrods.com,,,3.701764882,Y-W,30
9182,P-ROD-SRGD-25FT2,variation,"Sucker Rod - Grade D - 7/8"" x 25' - remanufactured","7/8"" x 25' - remanufactured",3,5,0,55.6,300,1,1,94,,id:9180,"TRC Rod Services",66.75,srisley@trcsuckerrods.com,,,4.49259647,Y-W,30
9511,P-ROD-SRGK2-1X25R,variation,"Sucker Rod - Grade KD - 1"" x 25' - remanufactured","1"" x 25', remanufactured",25,10,0,67.5,300,2,2,119,,id:7265,"TRC Rod Services",88.25,srisley@trcsuckerrods.com,,,0,,40
7271,P-ROD-SRGK2-34X25R,variation,"Sucker Rod - Grade KD - 3/4"" x 25' - remanufactured","3/4"" x 25', remanufactured",1,20,0,40,300,1,1,89,,id:7265,"TRC Rod Services",58,srisley@trcsuckerrods.com,Arrow,113.5,3.90367933,Y-W,50
7272,P-ROD-SRGK2-78X25R,variation,"Sucker Rod - Grade KD - 7/8"" x 25' - remanufactured","7/8"" x 25', remanufactured",18,20,0,55.6,300,1,1,109,,id:7265,"TRC Rod Services",72.5,srisley@trcsuckerrods.com,,,4.879599162,Y-W,50
9184,P-ROD-SRGK-1X25R,variation,"Sucker Rod - Grade KDP - 1"" x 25' - remanufactured","1"" x 25', remanufactured",0,,0,66.75,300,1.25,1.25,129,,id:9183,"TRC Rod Services",88.25,srisley@trcsuckerrods.com,,,5.939650015,Y-W,0
5738,P-RIG-SC-2PK,variation,"Swab Cups - 2 1/2"" - BV - 2 pack","2 1/2"", BV, Box of 2",4,1,0,1.08,5.5,5,2.5,64,,id:5388,"Harris Sales",46.2,"jeffh.hsc@gmail.com ",Arrow,49.96,0,7B3,2
6427,P-RIG-SC-2PK2,variation,"Swab Cups - 2"" - BV - 2 pack","2"", BV, Box of 2",4,1,0,1.06,5,4,2,62,,id:5388,"Harris Sales",45.9,"jeffh.hsc@gmail.com ",,,0,7B3,2
5540,P-FIT-SWGDIG0K-4X2GRVXG,variation,"Swage - Ductile Iron - Grooved - 1,000 psi - 4"" x 2""","4"" x 2"", grv x grv\n",1,,0,2,,,,127.33,,id:5356,"Harris Sales",94.32,"jeffh.hsc@gmail.com ",Arrow,164.25,0,5C5,1
9024,P-FIT-SWGJ55CX-278EUE8X,variation,"Swage - J55 - Coated - Extra Heavy - 7000 psi - 2 7/8"" eue 8rd x 2 3/8"" eue 8rd","2 7/8"" eue 8rd x 2 3/8"" eue 8rd",4,1,0,6,,,,99,,id:9021,Assm006,37.47,,,,5.57,5B2,4
5664,P-FIT-SWGSSXH-2X1210P,variation,"Swage - Stainless - 316ss - Extra Heavy - 2"" x 1"" - 2,100 psi","2"" x 1"", 2100 psi\n",2,1,0,2.33,7,2.5,2.5,109,,id:5389,"Spicer and Sandburg",75.56,crystal@spicerandsandburg.com,Arrow,103.03,0,5B3,4
5665,P-FIT-SWGSSXH-2X1122P,variation,"Swage - Stainless - 316ss - Extra Heavy - 2"" x 1-1/2"" - 2,100 psi","2"" x 1 1/2"", 2100 psi\n",0,,0,2.43,7,2.5,2.5,99,,id:5389,"Spicer and Sandburg",70.4936,crystal@spicerandsandburg.com,Arrow,102.08,0,5B3,1
5666,P-FIT-SWGSSXH-3X2200P,variation,"Swage - Stainless - 316ss - Extra Heavy - 3"" x 2"" - 2,000 psi","3"" x 2"", 2000 psi\n",1,,0,5.28,8,3.5,3.5,179,,id:5389,"Spicer and Sandburg",124.8,crystal@spicerandsandburg.com,Arrow,320,6.9,5B3,1
6907,P-FIT-SWGSCSLX-2X1210P,variation,"Swage - Steel - Coated - Seamless - Extra Heavy - 2"" x 1"" - 2,100 psi","2"" x 1"", 2100 psi",5,,1,2.17,6.5,2.38,2.38,39,,id:6906,Assm006,22.79,,,,0,5A2,6
6908,P-FIT-SWGSCSLX-3X2190P,variation,"Swage - Steel - Coated - Seamless - Extra Heavy - 3"" x 2"" - 1,900 psi","3"" x 2"", 1900 psi",4,1,0,5.88,8,3.5,3.5,59,,id:6906,Assm006,40.58,,Arrow,188.88,0,5B2,4
6910,P-FIT-SWGSCSLG-2X1GRVXG,variation,"Swage - Steel - Coated - Seamless - Grooved - 1000 psi - 2"" x 1"" - grv x grv","2"" x 1"", grv x grv",1,,0,2.17,6.5,2.38,2.38,64,,id:6909,Assm006,45.7,,,,0,5B2,1
6911,P-FIT-SWGSCSLG-3X2GRVXG,variation,"Swage - Steel - Coated - Seamless - Grooved - 1000 psi - 3"" x 2"" - grv x grv","3"" x 2"", grv x grv",1,,0,4.74,8,3.5,3.5,109,,id:6909,Assm006,76.2,,,,0,5B2,1
6914,P-FIT-SWGSCSLG2-3X2GRVXG,variation,"Swage - Steel - Coated - Seamless - Grooved - 2500 psi - 3"" x 2"" - grv x grv","3"" x 2"", grv x grv",0,,0,5.88,8,3.5,3.5,99,,id:6912,Assm006,67.7,,,,0,5B2,1
6924,P-FIT-SWGSCSLS-3X2110P,variation,"Swage - Steel - Coated - Seamless - Standard - 3"" x 2"" - 1100 psi","3"" x 2"", 1100 psi",4,1,0,4.74,8,3.5,3.5,49,,id:6923,Assm006,36.4,,,,0,5B2,4
5667,P-FIT-SWGSSLXH-2X1210P,variation,"Swage - Steel - Seamless - Extra Heavy - 2"" x 1"" - 2,100 psi","2"" x 1"", 2100 psi\n",6,1,0,2.17,6.5,2.38,2.38,17,,id:5390,"MM Equipment",12.09,dustin@mandmequipment.com,Arrow,104.64,0,5D4,6
5668,P-FIT-SWGSSLXH-2X1122P,variation,"Swage - Steel - Seamless - Extra Heavy - 2"" x 1-1/2"" - 2,100 psi","2"" x 1 1/2"", 2100 psi\n",3,2,0,2,,,,10.84,,id:5390,"MM Equipment",8.03,dustin@mandmequipment.com,Arrow,104.64,0,5D4,4
5669,P-FIT-SWGSSLXH-3X2190P,variation,"Swage - Steel - Seamless - Extra Heavy - 3"" x 2"" - 1,900 psi","3"" x 2"", 1900 psi\n",3,2,0,5.46,8,3.5,3.5,44,,id:5390,"MM Equipment",23.13,dustin@mandmequipment.com,Arrow,143.93,0,5D4,4
6741,P-FIT-SWGSSLG1-2X1GRVXG,variation,"Swage - Steel - Seamless - Grooved - 1000 psi - 2"" x 1"" - grv x grv","2"" x 1"", grv x grv",1,,0,2.17,6.5,2.38,2.38,49,,id:6740,"Harris Sales",35,"jeffh.hsc@gmail.com ",,,0,5D4,1
6742,P-FIT-SWGSSLG1-3X2GRVXG,variation,"Swage - Steel - Seamless - Grooved - 1000 psi - 3"" x 2"" - grv x grv","3"" x 2"", grv x grv",1,,0,4.74,8,3.5,3.5,69,,id:6740,"Harris Sales",50.25,"jeffh.hsc@gmail.com ",,,0,5D4,1
6812,P-FIT-SWGSSLG1-3X2GRVXT,variation,"Swage - Steel - Seamless - Grooved - 1000 psi - 3"" x 2"" - grv x thd","3"" x 2"", grv x thd",4,1,0,4.74,8,3.5,3.5,49,,id:6740,"Harris Sales",33.25,"jeffh.hsc@gmail.com ",Arrow,129.73,0,5D4,2
6739,P-FIT-SWGSSLG2-3X2GRVXG,variation,"Swage - Steel - Seamless - Grooved - 2500 psi - 3"" x 2"" - grv x grv","3"" x 2"", grv x grv",2,,0,5.88,8,3.5,3.5,79,,id:6738,"Harris Sales",58.25,"jeffh.hsc@gmail.com ",,,0,5D4,1
5670,P-FIT-SWGSSLSD-2X1N,variation,"Swage - Steel - Seamless - Standard - 1,100 psi - 2"" x 1""","2"" x 1"" \n",3,2,0,1.76,6,2.38,2.38,19,,id:5391,"MM Equipment",9.43,dustin@mandmequipment.com,Arrow,90.62,0,5D4,4
5671,P-FIT-SWGSSLSD-3X2N,variation,"Swage - Steel - Seamless - Standard - 1,100 psi - 3"" x 2""","3"" x 2"" \n",3,2,0,4,,,,18.94,,id:5391,"MM Equipment",14.03,dustin@mandmequipment.com,Arrow,111.19,0,5D4,2
6743,P-FIT-SWGNJ55X-278EUE8X,variation,"Swage Nipple - J55 - Extra Heavy - 2 7/8"" EUE 8RD x 2 7/8 10RD Reg - 5000 psi","2 7/8"" EUE 8RD x 2 7/8 10RD Reg, 5000 psi",1,,0,4.18,6,3,3,179,,id:5392,"Harris Sales",128.5,"jeffh.hsc@gmail.com ",Arrow,520.18,0,5.00E+05,1
5417,P-FIT-SWGNJ55X-238EUE8X,variation,"Swage Nipple - J55 - Extra Heavy - 2-3/8 EUE (8rd) x 2"" (10rd Reg) - 6,000 psi","2 3/8 EUE 8rd x 2"" 10rd reg, 6000 psi",2,,0,3.56,6,2.875,2.875,109,,id:5392,"Harris Sales",83.75,"jeffh.hsc@gmail.com ",Arrow,118.37,0,5.00E+05,1
5418,P-FIT-SWGNJ55X-238EUE8X2,variation,"Swage Nipple - J55 - Extra Heavy - 2-3/8 EUE (8rd) x 2"" (11.5 v) - 5,000 psi","2 3/8 EUE 8rd x 2"" 11.5v, 5000 psi",2,,0,3.57,6,2.5,2.5,59,,id:5392,"MM Equipment",32.47,dustin@mandmequipment.com,Arrow,338.19,0,5.00E+05,2
5419,P-FIT-SWGNJ55X-278EUE8X2,variation,"Swage Nipple - J55 - Extra Heavy - 2-7/8 EUE (8rd) x 2-3/8"" EUE (8rd) - 7,000 psi","2 7/8 EUE 8rd x 2 3/8 EUE 8rd, 7000 psi",1,,0,6.25,8,3,3,89,,id:5392,"MM Equipment",37.92,dustin@mandmequipment.com,Arrow,401.87,0,5.00E+05,1
5672,P-FIT-SWGNJ55S-238EUE8X,variation,"Swage Nipple - J55 - Standard - 2-3/8 EUE (8rd) x 2"" (11.5 v)","2 3/8 EUE 8rd x 2"" 11.5v, 3000psi",2,1,0,3.03,6,2.5,2.5,39,,id:5393,"Harris Sales",28.6,"jeffh.hsc@gmail.com ",,,0,5.00E+05,2
5674,P-FIT-SWGNJ55S-278EUE8X,variation,"Swage Nipple - J55 - Standard - 2-7/8 EUE (8rd) x 2"" (11.5 v)","2 7/8 EUE 8rd x 2"" 11.5v, 3000 psi",2,1,0,5.25,8,3,3,89,,id:5393,"Harris Sales",66,"jeffh.hsc@gmail.com ",Arrow,118.37,0,5.00E+05,2
5723,P-FIT-SWGNJ55S-278EUE8X2,variation,"Swage Nipple - J55 - Standard - 2-7/8 EUE (8rd) x 2-3/8"" EUE (8rd) - 6000 psi","2 7/8 EUE 8rd x 2 3/8 EUE 8rd, 6000 psi",6,5,0,4,,,,59,,id:5393,"Henan Dongfanglong Trade Co., Ltd.",20.02,"Qinglei He",Arrow,399.79,5.57,5.00E+05,10
6824,T-SWG-ST-18TOO116,variation,"Swaging Tool - 18"" - 1/16"", 3/32"", 1/8"", 3/16""","18"" tool, for 1/16"", 3/32"", 1/8"", 3/16"" ferrules",1,,0,5.59,21.75,7.5,1.5,59,,id:6823,Amazon,39.99,https://www.amazon.com/dp/B08C4Z7KTK?ref=ppx_yo2ov_dt_b_fed_asin_title,,,0,2A3,1
5675,P-FIT-TEEBI-1NN,variation,"Tee - Black Iron - 150 psi - 1""","1""\n\n",7,4,0,0.868,3,2.5,1.5,4.23,,id:5395,"Spicer and Sandburg",3.1299,crystal@spicerandsandburg.com,Arrow,11.17,0,5.00E+02,8
7687,P-FIT-TEEBI-12,variation,"Tee - Black Iron - 150 psi - 1/2""","1/2""",4,1,0,0.312,2.25,1.75,1.25,3,,id:5395,"MM Equipment",1.04,dustin@mandmequipment.com,,,0,5.00E+02,4
5676,P-FIT-TEEBI-14N,variation,"Tee - Black Iron - 150 psi - 1/4""","1/4""\n",8,4,0,0.156,1.5,1.5,0.25,2.99,,id:5395,"Spicer and Sandburg",1.7529,crystal@spicerandsandburg.com,Arrow,7.13,0,5.00E+02,8
5677,P-FIT-TEEBI-2N,variation,"Tee - Black Iron - 150 psi - 2""","2""\n",6,2,0,2.6,5,4,3,29,,id:5395,"MM Equipment",8.16,dustin@mandmequipment.com,Arrow,38.34,0,5.00E+02,8
5678,P-FIT-TEEBI-3N,variation,"Tee - Black Iron - 150 psi - 3""","3"" \n",2,1,0,6.72,6.5,5.5,5.5,79,,id:5395,"MM Equipment",28.6,dustin@mandmequipment.com,Arrow,121.79,0,5.00E+02,2
6916,P-FIT-TEEDICG-1,variation,"Tee - Ductile Iron - Coated - Grooved - Standard - 1000 psi - 1 inch","1""",1,,0,0.819,4.5,3,1.25,169,,id:6915,Assm006,119.86,,,,0,5B2,1
6917,P-FIT-TEEDICG-2,variation,"Tee - Ductile Iron - Coated - Grooved - Standard - 1000 psi - 2 inch","2""",2,,0,2.4,6.5,4.5,2.25,169,,id:6915,Assm006,122.06,,,,0,5B2,1
6918,P-FIT-TEEDICG-3,variation,"Tee - Ductile Iron - Coated - Grooved - Standard - 1000 psi - 3 inch","3""",1,,0,5.92,8.5,6,3.5,229,,id:6915,Assm006,169.48,,,,0,5B2,1
6746,P-FIT-TEEDIG-1,variation,"Tee - Ductile Iron - Grooved - 1000 psi - 1 inch","1""",1,,0,0.819,4.5,3,1.25,159,,id:6744,"Harris Sales",111.36,"jeffh.hsc@gmail.com ",,,0,5C5,1
6747,P-FIT-TEEDIG-2,variation,"Tee - Ductile Iron - Grooved - 1000 psi - 2 inch","2""",2,,0,2.4,6.5,4.5,2.25,159,,id:6744,"Harris Sales",111.36,"jeffh.hsc@gmail.com ",,,0,5C5,2
6748,P-FIT-TEEDIG-3,variation,"Tee - Ductile Iron - Grooved - 1000 psi - 3 inch","3""",1,,0,5.92,8.5,6,3.5,209,,id:6744,"Harris Sales",152.03,"jeffh.hsc@gmail.com ",,,0,5C5,1
5679,P-FIT-TEEFRG-1N,variation,"Tee - Forged Steel - 2,000 psi - 1""","1"" \n",2,2,0,0.4,,,,9.87,,id:5396,"Spicer and Sandburg",7.31,crystal@spicerandsandburg.com,Arrow,27.79,0,5.00E+04,4
5680,P-FIT-TEEFRG-2N,variation,"Tee - Forged Steel - 2,000 psi - 2""","2"" \n",8,2,0,4.33,4.5,3.75,3.75,29,,id:5396,"MM Equipment",21.21,dustin@mandmequipment.com,Arrow,74.39,0,5.00E+04,8
6618,P-FIT-TEEFRG-3,variation,"Tee - Forged Steel - 2,000 psi - 3""","3""",2,1,0,12.7,7,6,4.5,109,,id:5396,"MM Equipment",80.37,dustin@mandmequipment.com,,,0,5.00E+04,2
4324,P-FIT-TEEPLY-1,variation,"Tee - Poly - DR11 - 160 psi - 1""","1""",2,1,0,0.17,,,,10,,id:4323,ISCO,8.37,Lura.Scroggins@isco-pipe.com,,,0,5C2,2
4325,P-FIT-TEEPLY-2,variation,"Tee - Poly - DR11 - 160 psi - 2""","2""",4,1,0,0.9,10,6.25,3,29,,id:4323,ISCO,13.95,Lura.Scroggins@isco-pipe.com,,,10.21,5C2,4
4326,P-FIT-TEEPLY-3,variation,"Tee - Poly - DR11 - 160 psi - 3""","3""",2,1,0,2.15,,,,24,,id:4323,ISCO,19.47,Lura.Scroggins@isco-pipe.com,Arrow,25.4,0,5C2,2
6620,P-FIT-TEESS-1,variation,"Tee - Stainless - 316ss - 150 psi - 1""","1""",4,2,0,0.787,3,2.5,2.5,14,,id:5397,"MM Equipment",8.37,dustin@mandmequipment.com,,,0,5B4,4
5681,P-FIT-TEESS-14N,variation,"Tee - Stainless - 316ss - 150 psi - 1/4""","1/4""\n",7,4,0,0.519,2,1.5,1,15,,id:5397,"Spicer and Sandburg",10.41,crystal@spicerandsandburg.com," Arrow ",9.65,1.32,5B4,6
5682,P-FIT-TEESS-2N,variation,"Tee - Stainless - 316ss - 150 psi - 2""","2"" \n",8,2,0,2.06,5,4,3,44,,id:5397,"MM Equipment",24.65,dustin@mandmequipment.com,Arrow,41.44,0,5B4,8
6619,P-FIT-TEESS-3,variation,"Tee - Stainless - 316ss - 150 psi - 3""","3""",2,1,0,5.76,6,5,5,119,,id:5397,"MM Equipment",84.73,dustin@mandmequipment.com,,,0,5B4,2
3610,P-FIT-TEESCXH-1,variation,"Tee - Steel - Coated - Extra Heavy - 2000 psi - 1 inch","1""",8,2,0,1.41,,,,27,,id:3609,Assm006,15.04,,,,0,5B2,8
3611,P-FIT-TEESCXH-2,variation,"Tee - Steel - Coated - Extra Heavy - 2000 psi - 2 inch","2""",9,1,0,4.41,4.5,3.75,3.75,55,,id:3609,Assm006,31.91,,,,0,5B2,10
3612,P-FIT-TEESCXH-3,variation,"Tee - Steel - Coated - Extra Heavy - 2000 psi - 3 inch","3""",2,1,0,14.17,,,,199,,id:3609,Assm006,147.42,,,,0,5B1,4
5118,S-TAP-TFLN-1520ROL,variation,"Teflon Tape - 1 X 520","1"" by 520"" Roll",46,2,0,0.05,2.25,2.25,1.25,3,,id:5094,Amazon,1.5998,https://www.amazon.com/WOD-PTST35S-Plumbers-Teflon-Tape/dp/B07Q4RMRZX/ref=sr_1_5?crid=1HHONAO3GT4MF&amp;dib=eyJ2IjoiMSJ9.ndmawQ2iMezaLGZtM92hNlF2raqW6wKy1dJTLRQdWmDAgEgR9nkhJ7rKBiY9KCgMkS2rlatzAx6iDiiafS0VGjVJYlj0sUF7LAhppF-3SzgF9UHpn6te8h02y88RBjEQGyrvCq-CFYVDFoeUtynMKz8k_dAheDY0PFynaRQ5HNE.Xy371XmK5HnjUZqzPUutvc4MMnW5vjYQSC8UfcKybZo&amp;dib_tag=se&amp;keywords=1%2BInch%2Bx%2B520%2BInch%2BTeflon%2Bbulk&amp;qid=1745338986&amp;s=industrial&amp;sprefix=1%2Binch%2Bx%2B520%2Binch%2Bteflon%2Bbulk%2Cindustrial%2C106&amp;sr=1-5&amp;th=1,Arrow,3.82,0,7A3,20
5116,S-TAP-TFLN-12520R,variation,"Teflon Tape - 1/2 X 520","1/2"" by 520"" Roll",8,2,0,0.0625,,,,1,,id:5094,Amazon,0.25,https://www.amazon.com/,Arrow,1.62,0,7A3,20
5117,S-TAP-TFLN-34520R,variation,"Teflon Tape - 3/4 X 520","3/4"" by 520"" Roll",4,2,0,0.125,,,,2,,id:5094,Amazon,0.55,https://www.amazon.com/,Arrow,2.3,0,7A3,20
3662,TOL-WCH-TPWRN-18,variation,"Telescopic Pipe Wrench - 18","18 Inch",0,,1,8,,,,119,,id:309,OPI,99.5,http://www.oilfield-products.com/store/c3/OPI_Pipe_Wrenches_with_Built_in_Cheater_Bar.html,,,,,0
3663,TOL-WCH-TPWRN-24,variation,"Telescopic Pipe Wrench - 24","24 Inch",0,,1,12,,,,179,,id:309,OPI,159.5,http://www.oilfield-products.com/store/c3/OPI_Pipe_Wrenches_with_Built_in_Cheater_Bar.html,,,,,0
3664,TOL-WCH-TPWRN-36,variation,"Telescopic Pipe Wrench - 36","36 Inch",0,,1,16,,,,289,,id:309,OPI,269.5,http://www.oilfield-products.com/store/c3/OPI_Pipe_Wrenches_with_Built_in_Cheater_Bar.html,,,,,0
6041,T-MES-TQ-934FLOZB,variation,"Thief - Quick - 9"" - 3.4 fl oz - brass","9"", 3.4 fl oz, Brass Barrel",5,,0,1.67,9,3,3,259,,id:348,"Robinson Mfg",188.75,william@robinsonmfgcoinc.com,,,0,7B1,1
350,T-MES-TS-1631FLOZ,variation,"Thief - Standard - 16"" - 31 fl oz - clear","16"", 31 fl oz, Clear Barrel",0,,0,,,,,540,,id:349,"Robinson Mfg",347.5,william@robinsonmfgcoinc.com,Arrow,550,0,7B1,1
351,T-MES-TS-PETLOWP,variation,"Thief - Standard - petcock - low profile","Petcock, Low Profile",0,1,0,0.05,,,,25,,id:349,"Robinson Mfg",18.45,william@robinsonmfgcoinc.com,,,0,7B1,2
5735,T-CUT-TD-2388RD,variation,"Thread Dies - 2-3/8"", 8RD","2 3/8"", 8RD",1,,0,4,,,,349,,id:5398,"Harris Sales",311.13,"jeffh.hsc@gmail.com ",Arrow,415,0,6B1,1
